cut,color,clarity,carat,price
Ideal,E,VVS2,0.33,814
Ideal,F,VVS2,0.53,2160
Very Good,H,SI2,0.32,504
Very Good,G,SI1,0.54,1392
Ideal,I,SI1,0.32,450
Ideal,G,SI1,2.03,14637
Ideal,D,SI1,0.52,1600
Very Good,J,VS1,0.46,874
Ideal,I,SI1,0.9,3251
Very Good,D,VVS2,0.71,4363
Premium,H,SI2,1.01,3782
Ideal,I,VS1,2.0,12907
Very Good,G,SI1,0.71,2201
Good,D,IF,0.32,1252
Premium,D,SI2,0.6,1428
Ideal,J,SI2,1.24,4666
Ideal,H,SI1,0.52,1223
Premium,D,SI2,0.91,3949
Premium,H,SI1,1.03,4406
Good,G,VS1,0.91,4284
Premium,H,SI1,0.83,2613
Good,G,SI1,0.31,431
Ideal,H,SI2,0.31,421
Ideal,D,VS2,0.32,758
Very Good,F,SI2,0.38,585
Ideal,G,VS1,0.51,1656
Ideal,G,IF,0.39,1200
Ideal,G,VS2,0.7,3172
Very Good,G,VS1,0.37,746
Ideal,F,VS1,1.12,9030
Premium,I,SI2,0.95,3237
Ideal,F,SI2,1.03,4454
Premium,I,SI1,1.54,8969
Ideal,F,SI2,1.02,4578
Good,H,SI1,1.01,4116
Ideal,G,SI2,0.33,594
Very Good,G,VS2,1.04,6177
Very Good,E,SI1,0.36,593
Very Good,H,VVS2,0.75,3002
Very Good,H,VS2,0.51,1328
Good,F,VS1,0.7,2751
Very Good,I,VS1,0.7,1995
Fair,F,VS2,1.01,5226
Ideal,G,VS2,1.28,8774
Ideal,G,VVS2,0.82,4130
Premium,F,VS1,0.3,844
Ideal,D,VS2,0.33,940
Premium,D,SI2,0.52,1385
Very Good,E,VS2,1.2,9529
Ideal,G,VVS1,0.31,816
Very Good,E,SI1,0.91,4188
Premium,H,VS2,0.72,2583
Premium,E,VVS1,0.26,769
Ideal,G,SI2,1.08,4544
Good,E,SI1,0.53,1328
Very Good,H,SI1,0.4,666
Premium,D,SI2,1.61,10278
Ideal,F,VS2,0.75,2893
Very Good,G,SI1,1.01,4588
Premium,D,VVS1,0.71,3952
Ideal,E,VVS2,0.3,949
Ideal,E,VS2,0.3,844
Very Good,F,VS2,0.41,863
Very Good,J,SI1,0.72,1866
Ideal,E,VS2,0.36,1013
Very Good,D,VS2,0.78,3298
Fair,J,SI2,1.01,2683
Premium,E,SI2,0.51,1294
Very Good,H,VS1,1.21,7279
Very Good,G,SI1,0.36,689
Ideal,D,VVS2,0.3,802
Ideal,F,VVS1,0.4,1186
Premium,D,SI2,1.24,5311
Premium,G,VS1,0.7,2535
Premium,D,SI2,0.3,574
Good,F,VVS1,1.01,9012
Premium,G,SI1,0.75,2631
Premium,G,SI2,1.07,4401
Premium,E,SI1,0.9,4092
Good,I,SI1,0.7,2142
Premium,H,SI1,1.11,4748
Ideal,G,VVS1,0.26,605
Very Good,H,SI2,0.7,2034
Good,D,VS2,0.33,625
Premium,I,IF,0.33,891
Very Good,E,VVS2,0.4,1205
Ideal,E,VVS2,0.32,816
Good,I,SI1,0.7,1899
Very Good,E,VVS2,1.01,9642
Good,D,SI2,1.01,4606
Ideal,E,SI2,0.4,629
Very Good,F,VVS1,0.35,966
Premium,F,SI2,1.0,4452
Premium,D,VVS1,0.71,4482
Ideal,G,VVS2,0.32,730
Ideal,G,VS1,1.0,6290
Ideal,J,IF,0.43,952
Very Good,E,VVS1,0.29,609
Premium,H,SI1,1.5,9697
Ideal,E,IF,0.32,1004
Very Good,H,VVS2,1.34,9735
Premium,G,VS2,1.2,7405
Premium,H,SI2,2.0,11108
Premium,H,VVS1,1.51,12336
Ideal,F,VS1,0.4,982
Good,F,SI1,0.42,722
Good,J,SI1,2.28,14350
Good,F,SI2,1.5,7727
Premium,G,VS1,1.2,8938
Ideal,E,VVS2,0.64,3157
Ideal,H,SI1,1.07,5220
Very Good,E,VVS2,0.24,485
Ideal,I,VS2,0.33,594
Very Good,H,SI1,1.23,6542
Good,J,I1,1.54,4492
Ideal,H,IF,1.23,8585
Ideal,G,VS1,1.06,8451
Ideal,D,VS1,0.5,1792
Good,F,SI1,0.91,3423
Very Good,E,VS2,0.52,1641
Premium,E,VS2,0.5,1654
Premium,H,SI1,1.02,4037
Premium,G,VVS2,1.51,15164
Ideal,E,VS2,0.33,682
Ideal,H,SI2,0.83,1863
Ideal,G,SI2,1.04,4375
Premium,I,SI2,0.41,600
Very Good,E,SI2,0.71,2368
Ideal,I,VS2,0.27,534
Ideal,G,VS1,0.4,877
Fair,F,SI2,1.02,3633
Premium,F,VVS2,0.5,2160
Ideal,H,VVS2,0.7,2644
Premium,G,VVS2,0.4,1050
Very Good,I,VS1,1.23,6564
Premium,E,VVS2,0.63,2789
Premium,G,VS2,1.5,12308
Ideal,G,SI2,0.81,2789
Ideal,D,VS2,1.25,10114
Ideal,F,SI1,1.01,6907
Fair,H,SI1,1.19,5622
Very Good,I,VS2,0.31,435
Premium,H,SI2,1.2,4032
Very Good,F,VS2,1.01,6714
Premium,G,SI1,0.91,3392
Ideal,E,VS2,0.52,1576
Very Good,F,VVS2,0.39,1058
Good,E,SI1,0.34,765
Ideal,H,VS2,0.34,537
Very Good,H,VS1,0.53,1607
Good,G,VS2,0.8,2753
Good,J,VS2,1.03,3795
Ideal,D,VS2,0.32,972
Very Good,F,VS1,1.02,7740
Ideal,I,VS2,1.24,7544
Premium,E,SI2,0.36,518
Very Good,J,VS1,0.4,810
Ideal,E,VS2,0.3,844
Premium,F,VS2,1.02,6773
Good,E,SI1,0.31,544
Ideal,E,SI2,1.53,10698
Ideal,J,IF,2.08,17986
Premium,G,VS1,1.02,6238
Very Good,E,SI2,0.41,818
Ideal,H,SI2,1.42,7475
Ideal,D,VVS2,0.31,766
Ideal,I,SI1,1.14,5469
Very Good,F,SI1,0.72,2540
Ideal,G,VVS2,0.41,1076
Very Good,I,SI2,0.9,2826
Good,G,VS2,1.5,13307
Ideal,H,VVS2,0.81,3497
Premium,H,VS1,1.09,5860
Very Good,G,SI2,1.24,4462
Premium,H,SI1,1.24,6729
Very Good,D,VS1,0.23,402
Ideal,D,SI1,1.0,4592
Ideal,H,SI1,1.18,6013
Premium,J,SI2,1.5,5268
Ideal,F,SI1,0.36,551
Fair,H,I1,0.96,1705
Good,F,VVS1,0.26,524
Premium,I,SI1,1.23,5412
Premium,G,VS2,0.62,1823
Ideal,H,VS2,1.09,5732
Very Good,E,SI1,0.32,561
Ideal,I,VS1,0.5,1282
Good,F,VS1,1.0,5829
Ideal,E,VS2,0.32,702
Very Good,F,VS2,0.7,2437
Very Good,F,SI1,0.43,792
Very Good,E,SI1,0.44,970
Very Good,G,SI2,2.0,14074
Premium,G,SI1,0.55,1226
Good,F,VS1,0.25,435
Ideal,F,VS2,1.24,8983
Ideal,H,VS2,0.37,603
Premium,H,VS2,0.3,608
Very Good,F,SI1,0.7,2161
Good,H,VS2,0.36,568
Good,E,VVS2,0.25,476
Good,G,VS1,0.41,847
Ideal,H,VS1,1.43,11498
Premium,H,SI1,1.01,4578
Ideal,D,SI1,0.3,524
Ideal,G,VVS1,0.5,1966
Premium,H,SI2,1.16,4979
Very Good,F,VS2,0.7,2362
Good,E,SI1,0.31,544
Ideal,H,VS2,0.71,2450
Premium,G,VS1,0.41,961
Premium,I,VS2,1.54,9659
Premium,H,VS2,2.03,18139
Premium,H,VVS1,0.25,577
Good,J,VVS2,1.16,5831
Fair,H,SI1,1.0,3830
Premium,D,SI2,1.0,4295
Very Good,E,VS1,0.51,1717
Very Good,I,VVS1,0.4,849
Premium,F,VS2,1.01,6271
Ideal,E,VS2,1.09,7796
Very Good,G,VS1,0.59,1942
Ideal,D,SI1,1.0,4774
Very Good,J,VS1,1.2,5257
Fair,F,I1,0.58,893
Ideal,J,VS1,0.4,633
Ideal,G,VS2,1.06,6240
Ideal,J,SI1,1.05,4405
Ideal,D,SI2,1.03,5105
Premium,I,VVS1,0.41,863
Premium,G,VVS2,0.7,2737
Premium,G,VS1,1.44,11588
Very Good,I,SI1,1.2,5476
Ideal,F,VS1,0.53,1908
Ideal,F,SI1,0.56,1436
Ideal,I,VS2,0.72,2650
Very Good,G,VS1,0.4,1005
Very Good,H,VS2,0.3,473
Ideal,E,VS1,1.18,9886
Ideal,G,IF,0.33,984
Very Good,F,VVS1,0.51,2223
Ideal,J,VVS1,0.7,1945
Premium,F,I1,0.7,1040
Good,H,VVS2,0.4,877
Ideal,D,VS2,0.51,1787
Fair,E,SI1,0.9,3332
Ideal,D,VS2,0.51,1787
Ideal,D,VS2,0.54,1672
Very Good,H,VS1,1.04,6141
Ideal,E,VVS2,1.03,8972
Very Good,F,SI1,1.01,5743
Premium,G,SI1,0.31,462
Ideal,J,SI2,1.24,4783
Ideal,G,SI1,0.71,2751
Good,F,VS2,0.31,625
Ideal,E,SI2,1.04,4892
Premium,F,SI1,0.71,2633
Very Good,F,SI1,0.91,4049
Ideal,H,SI1,0.54,1240
Very Good,D,SI2,2.03,13858
Premium,G,SI2,0.9,3385
Ideal,F,SI1,0.36,667
Premium,H,SI1,0.39,650
Premium,G,SI1,1.15,4863
Ideal,F,VS2,0.24,536
Premium,D,SI2,1.0,4295
Ideal,G,SI2,2.54,17339
Ideal,E,VVS1,0.27,799
Ideal,H,VS2,0.7,2536
Ideal,I,SI1,1.57,9095
Very Good,G,VVS1,0.3,691
Ideal,F,VS2,0.35,906
Ideal,I,VVS2,0.35,788
Premium,F,SI1,1.53,11370
Premium,D,SI1,0.31,732
Ideal,D,VS1,0.53,1952
Good,E,VS1,1.05,7826
Very Good,E,VS1,0.53,1844
Very Good,E,VVS2,1.0,8910
Premium,E,SI1,1.76,15805
Ideal,F,VVS2,0.7,4439
Very Good,H,VVS2,0.37,746
Premium,G,SI1,1.57,11113
Premium,D,VS2,1.5,15240
Premium,J,VS2,1.26,5015
Good,F,VVS1,0.7,3206
Very Good,J,SI2,1.15,4021
Very Good,G,SI1,2.0,18818
Ideal,D,VS2,1.01,8279
Premium,G,VVS1,0.43,1264
Premium,H,VS1,0.3,675
Premium,F,VS2,0.3,605
Premium,G,SI2,1.2,4250
Ideal,E,VS2,0.34,702
Ideal,H,VS2,0.7,2862
Very Good,D,VS1,0.4,967
Ideal,F,SI1,0.7,2551
Premium,F,SI1,0.31,516
Ideal,G,IF,1.16,10368
Very Good,E,VS2,1.47,12547
Premium,G,SI2,1.11,4755
Very Good,G,VVS1,0.5,1843
Very Good,F,SI2,0.46,859
Very Good,J,VS1,1.14,4702
Premium,J,VS1,1.5,9240
Premium,D,VS2,0.91,4969
Premium,H,SI2,2.0,11202
Premium,H,SI1,0.58,1332
Premium,J,VS2,0.93,3250
Fair,E,SI1,0.3,630
Ideal,J,SI2,1.12,4325
Premium,G,VS1,1.21,8305
Ideal,E,VVS1,0.81,5752
Ideal,D,VS2,0.58,2590
Ideal,F,VS2,0.31,749
Ideal,F,VVS1,0.3,802
Good,F,VS2,0.5,1447
Premium,E,VS1,0.55,2277
Ideal,G,VVS1,0.53,2015
Ideal,F,SI2,0.67,1673
Ideal,D,SI1,1.01,5694
Very Good,D,VS2,0.3,710
Ideal,G,VS2,1.05,6604
Premium,J,VS2,1.51,7418
Ideal,D,VS2,0.57,2103
Very Good,F,VS2,0.61,1971
Ideal,H,VS1,1.21,6834
Premium,F,VVS1,0.46,1736
Ideal,G,IF,0.34,974
Good,J,SI2,0.7,1824
Premium,D,SI1,0.44,1089
Premium,E,VS2,0.39,975
Good,G,SI2,1.2,5141
Ideal,E,SI2,0.41,683
Premium,G,VS1,0.31,625
Good,E,SI2,1.5,9072
Very Good,D,VS2,0.35,721
Very Good,E,VVS1,0.4,1191
Very Good,J,VS2,1.01,3620
Fair,F,VS2,0.9,3931
Ideal,J,VS1,0.84,2456
Ideal,E,VS2,0.38,853
Very Good,E,VS2,0.58,1566
Ideal,D,VS2,0.75,3562
Premium,G,VS2,1.03,6327
Good,F,VS1,0.91,4823
Ideal,F,SI1,1.06,5613
Ideal,E,SI1,0.31,660
Ideal,D,SI1,1.09,6532
Ideal,E,VS1,0.38,1000
Ideal,H,VVS2,0.42,921
Very Good,F,VS1,1.03,8089
Ideal,F,SI1,1.06,5758
Premium,F,IF,0.31,874
Premium,H,SI2,1.01,3959
Very Good,G,VVS2,0.3,878
Ideal,F,VVS1,0.32,913
Ideal,H,VS2,1.2,7072
Ideal,H,SI2,1.09,4264
Premium,F,SI2,1.02,4238
Ideal,I,SI1,0.81,3097
Ideal,I,VS1,1.55,10869
Ideal,G,VVS1,0.41,1000
Very Good,G,VVS2,0.5,1904
Ideal,J,VS2,1.35,6754
Very Good,D,SI1,0.3,524
Ideal,F,VS1,0.54,1937
Very Good,F,VVS1,1.08,10204
Ideal,F,I1,1.1,3678
Ideal,E,VVS2,0.34,838
Ideal,G,SI1,0.79,2898
Ideal,E,SI2,0.92,3941
Very Good,F,SI2,0.46,815
Ideal,F,VVS2,0.65,2921
Premium,G,SI2,1.04,4277
Ideal,G,VS2,0.56,1580
Ideal,H,SI2,1.25,4900
Ideal,E,SI1,0.4,696
Fair,I,VS1,0.7,2234
Very Good,H,SI1,0.7,1830
Ideal,F,SI1,1.63,13363
Good,F,SI1,0.8,2890
Very Good,H,VS1,0.9,4328
Very Good,H,SI1,1.21,6892
Ideal,G,VS1,0.25,454
Ideal,F,VVS2,0.41,1192
Ideal,F,VVS1,0.32,990
Good,I,VS2,0.83,2774
Premium,F,VS1,1.0,7336
Good,F,SI2,0.9,3267
Ideal,I,IF,0.31,635
Ideal,H,VS2,0.31,628
Premium,D,VS2,0.3,911
Good,H,VS2,0.52,1385
Very Good,F,SI1,0.7,2264
Good,H,SI1,0.91,3485
Ideal,D,VS1,0.6,2527
Premium,E,IF,1.05,11838
Premium,D,SI2,2.0,14406
Very Good,G,SI1,0.9,4320
Very Good,J,SI2,0.71,1764
Very Good,E,IF,1.0,10954
Premium,H,SI2,1.5,7187
Very Good,F,SI1,1.08,5014
Good,F,VS1,0.49,1430
Ideal,D,SI1,1.05,5914
Ideal,G,SI1,0.56,1417
Ideal,H,VVS1,0.41,971
Very Good,D,VS2,0.46,1030
Very Good,I,VS1,0.7,1971
Ideal,I,VVS2,0.76,2788
Ideal,E,VS2,0.32,768
Premium,E,VVS2,0.25,740
Fair,D,SI2,1.04,4398
Ideal,H,SI2,2.11,12226
Ideal,D,SI2,1.54,10740
Premium,D,SI1,0.51,1602
Premium,I,VS2,0.31,558
Premium,I,VS1,1.14,5291
Ideal,E,VVS2,0.33,970
Premium,H,SI1,2.21,13983
Premium,G,VS2,1.74,17614
Very Good,F,SI2,1.01,4332
Premium,F,VS1,0.55,1832
Ideal,J,SI1,0.51,1023
Premium,E,VVS2,0.37,1082
Ideal,F,SI2,1.03,4586
Ideal,F,SI2,0.5,1095
Very Good,I,SI1,0.59,1257
Very Good,G,SI1,1.22,6656
Ideal,E,SI1,0.72,2731
Premium,J,VVS2,1.52,8202
Good,H,SI1,0.51,1119
Very Good,E,VS1,0.33,781
Premium,F,VVS2,0.61,2319
Ideal,H,VS2,1.04,5189
Premium,F,VS2,0.31,583
Premium,E,SI1,0.4,882
Very Good,G,VS2,0.3,526
Ideal,D,I1,0.34,530
Very Good,F,VVS1,0.31,777
Ideal,F,VVS1,0.33,893
Premium,G,VVS2,0.4,982
Very Good,G,VS1,1.12,7687
Ideal,F,VVS1,1.13,11051
Ideal,F,VVS1,0.32,898
Ideal,H,SI2,0.56,1571
Ideal,H,IF,0.24,504
Ideal,H,VS2,0.38,898
Fair,I,I1,1.06,2239
Premium,H,SI1,1.55,9763
Very Good,I,SI1,1.27,5953
Very Good,J,SI1,0.35,526
Ideal,D,SI2,1.12,5456
Ideal,G,VS2,0.5,1449
Ideal,I,VS1,1.03,5181
Very Good,G,SI1,0.73,2402
Premium,F,VS2,1.51,12202
Very Good,G,SI1,1.03,5353
Ideal,E,VS2,0.52,1576
Very Good,F,VS1,0.9,4961
Very Good,E,VVS2,0.25,548
Ideal,H,VVS1,0.3,655
Ideal,G,VS2,2.02,18700
Ideal,J,VS2,0.41,613
Ideal,H,VS1,0.36,810
Ideal,E,VS2,0.3,844
Ideal,I,SI2,1.52,7582
Premium,F,VS2,0.4,1080
Premium,D,VS1,0.3,979
Very Good,F,VS1,0.32,798
Ideal,D,SI2,1.2,6140
Very Good,J,SI1,1.2,5082
Good,F,VVS2,0.23,425
Ideal,F,VS2,0.32,688
Ideal,F,VS2,0.37,759
Ideal,F,VS2,0.32,645
Very Good,D,SI1,0.41,689
Premium,G,SI1,0.44,772
Ideal,G,VVS1,0.32,733
Very Good,E,VS2,0.7,2862
Premium,H,SI2,1.5,8645
Very Good,F,VS2,1.01,6944
Ideal,F,VS1,0.54,1866
Ideal,G,VS1,0.56,1712
Premium,G,SI1,1.65,11864
Ideal,G,VS2,0.34,596
Premium,H,VVS2,0.31,802
Ideal,F,VS2,0.58,1811
Ideal,F,IF,1.06,10995
Very Good,D,SI1,0.54,1593
Premium,F,VS1,0.34,745
Very Good,G,SI1,0.32,477
Very Good,G,SI1,0.64,1665
Very Good,G,VS2,1.05,6070
Premium,E,SI1,1.0,5544
Very Good,F,VS2,1.01,6598
Good,G,SI2,1.0,4493
Premium,H,SI1,1.21,6025
Good,J,VS1,2.01,11526
Ideal,G,VVS2,0.51,2303
Very Good,D,VS2,0.51,1716
Very Good,F,SI1,0.56,1425
Premium,J,SI2,2.24,13827
Ideal,G,VVS1,0.3,764
Ideal,E,SI1,0.3,499
Very Good,I,VS2,2.14,15931
Premium,E,VVS2,1.1,10577
Ideal,E,VVS2,0.38,1176
Very Good,D,SI1,0.38,701
Very Good,G,VS1,0.7,2473
Ideal,D,SI1,0.77,2949
Premium,F,SI2,2.09,17840
Ideal,I,SI1,1.53,8971
Very Good,H,VS2,1.95,17374
Good,E,VVS1,0.24,526
Ideal,I,SI2,2.48,12883
Premium,G,VS2,0.34,596
Good,F,VS2,1.21,7911
Ideal,E,SI2,1.13,4303
Ideal,D,SI2,0.7,2415
Very Good,D,VS1,0.23,357
Ideal,H,VS1,1.66,15210
Premium,J,SI1,0.55,1348
Very Good,I,SI1,1.5,8590
Ideal,H,VS1,0.32,720
Very Good,D,SI2,0.96,3480
Premium,D,VS2,0.77,3428
Premium,G,SI2,1.0,4172
Good,H,VS1,1.0,5743
Ideal,D,VVS1,0.34,1211
Premium,E,SI1,0.65,1708
Fair,J,VS2,0.7,1672
Ideal,G,VVS2,0.52,1878
Ideal,D,SI2,0.59,1425
Ideal,F,VS2,0.31,757
Ideal,H,VVS2,0.33,854
Ideal,H,SI1,0.54,1147
Ideal,G,SI1,1.57,8752
Ideal,H,VVS1,0.54,1875
Very Good,H,VS2,1.3,7092
Premium,D,VVS1,0.35,1247
Very Good,F,SI1,0.71,2553
Ideal,D,VS2,0.28,487
Premium,I,SI1,1.29,6429
Good,I,VS1,0.4,945
Ideal,E,IF,0.38,1402
Very Good,H,SI1,1.18,5674
Ideal,G,SI1,0.52,1413
Ideal,F,VS2,1.51,14247
Ideal,F,SI1,1.06,6249
Ideal,F,SI1,0.3,499
Very Good,F,SI2,0.7,2092
Very Good,D,SI2,0.91,3298
Very Good,H,VVS2,0.31,802
Ideal,I,VVS1,0.4,870
Ideal,E,VS2,0.59,1875
Ideal,J,VS2,0.31,396
Ideal,D,SI1,0.38,884
Premium,F,VS1,0.35,767
Good,J,VS2,0.53,1122
Good,F,VS2,0.32,602
Premium,E,SI1,0.55,1668
Good,E,SI1,1.01,4399
Very Good,E,SI1,1.51,10113
Good,J,VS2,0.3,441
Very Good,H,VVS2,0.42,921
Premium,G,VS1,1.33,9876
Very Good,F,SI1,0.41,969
Premium,E,VS2,0.33,928
Ideal,H,SI1,0.77,3089
Ideal,F,VS2,0.8,3913
Ideal,I,VS1,1.23,7181
Ideal,G,VS2,0.34,765
Good,E,SI1,0.3,675
Very Good,J,SI2,1.24,4737
Ideal,E,VVS1,0.32,1020
Very Good,H,SI1,1.02,5455
Ideal,G,IF,0.4,1397
Ideal,E,SI2,1.04,4892
Very Good,F,VS1,0.29,504
Ideal,H,VVS1,0.35,798
Premium,H,VVS1,0.42,1142
Ideal,H,VS1,0.72,2961
Very Good,F,VS1,0.42,910
Ideal,F,SI2,1.05,4987
Fair,H,VS2,2.0,12765
Ideal,F,SI2,0.42,851
Premium,G,SI2,1.05,4241
Ideal,I,VS2,1.51,9069
Ideal,G,SI1,0.41,876
Very Good,G,SI1,0.71,2137
Fair,D,VS2,0.93,5078
Premium,E,SI1,0.32,672
Premium,D,VS2,0.3,710
Ideal,G,VVS2,0.51,1875
Very Good,H,SI1,1.7,11560
Ideal,F,SI1,0.79,2976
Premium,F,SI1,0.5,1378
Very Good,J,VS1,1.5,8014
Ideal,E,VS2,0.32,900
Very Good,G,VS2,0.38,766
Premium,E,VS2,0.71,3101
Ideal,G,VS1,1.33,10732
Ideal,D,VS2,0.54,1892
Ideal,I,SI2,2.36,11238
Ideal,F,VS2,0.53,1631
Good,H,SI2,1.02,3770
Good,G,SI1,0.5,1138
Premium,D,SI2,1.0,4626
Very Good,F,VS2,0.36,741
Premium,E,SI2,1.02,4478
Premium,E,SI2,2.0,15984
Ideal,G,VVS2,0.43,1129
Very Good,H,SI1,1.03,4879
Good,E,VVS1,0.36,923
Good,G,VS2,1.0,5544
Ideal,G,SI2,0.8,2893
Very Good,G,SI1,1.26,6733
Good,F,VS1,0.56,1712
Premium,G,VS1,1.19,8109
Ideal,H,IF,0.44,1177
Ideal,F,VS2,1.0,5844
Ideal,D,SI2,0.31,462
Very Good,D,VS1,1.5,15600
Premium,G,VVS2,0.33,965
Premium,I,VS1,0.33,521
Very Good,F,SI1,0.47,1086
Premium,G,VVS2,0.3,684
Ideal,F,VS1,0.96,5666
Very Good,E,SI1,0.41,953
Good,G,SI1,0.4,655
Good,G,SI1,0.35,522
Ideal,E,SI2,1.01,4787
Premium,G,SI2,1.22,6969
Ideal,J,VS1,1.2,5534
Premium,H,SI1,1.02,4884
Ideal,I,VS1,0.77,2635
Premium,E,VS2,1.0,6600
Ideal,E,VVS2,0.38,1027
Very Good,H,VS2,1.23,7177
Very Good,F,VS1,0.31,675
Ideal,G,VS2,0.52,1586
Ideal,I,VS2,0.4,770
Premium,D,VS2,0.36,727
Premium,D,SI2,1.07,4949
Very Good,H,SI1,2.02,18236
Ideal,I,VS2,0.32,449
Premium,H,VS1,0.7,2245
Premium,H,VVS2,0.31,625
Very Good,I,SI2,1.1,4083
Premium,I,SI2,1.7,7140
Very Good,D,SI1,0.5,1190
Very Good,E,VS2,0.3,658
Ideal,F,VVS1,0.51,2812
Premium,H,SI1,0.31,573
Ideal,G,SI1,1.52,11510
Ideal,J,VS1,0.31,424
Ideal,G,VVS2,0.51,1877
Good,E,VS2,0.38,693
Ideal,H,SI1,1.01,5457
Very Good,F,VS2,1.01,6770
Premium,G,VS2,1.7,16123
Ideal,E,VS2,0.31,872
Premium,F,SI1,0.79,2862
Very Good,J,VS1,1.35,5759
Very Good,F,VS2,1.21,8403
Very Good,G,SI2,0.83,2259
Premium,E,VVS2,0.31,816
Ideal,I,VS1,0.7,2363
Ideal,I,SI2,2.09,13807
Premium,G,VVS1,0.43,1264
Ideal,H,IF,0.28,586
Premium,E,SI2,1.64,8835
Premium,F,VVS2,0.6,2350
Ideal,I,SI1,1.04,4846
Ideal,F,SI1,0.7,2697
Very Good,H,VS1,0.7,2540
Premium,F,VS2,1.59,15461
Premium,F,VS2,0.42,1013
Very Good,E,VS1,0.91,5057
Ideal,E,IF,0.31,1046
Good,H,SI2,1.0,3991
Ideal,E,VVS2,0.28,646
Premium,H,VS2,1.25,5902
Premium,I,VS1,0.9,3484
Premium,H,VVS2,0.3,776
Ideal,H,VS1,1.2,7473
Ideal,G,VS1,1.13,8051
Ideal,F,SI1,0.54,1669
Premium,E,I1,1.51,6494
Ideal,H,VVS1,0.31,671
Very Good,E,SI1,0.3,675
Very Good,G,VS2,1.2,8491
Fair,G,SI2,1.24,4058
Good,G,SI1,0.9,3615
Ideal,D,VS2,0.33,940
Premium,J,VS1,1.51,8204
Premium,I,SI2,3.01,18242
Ideal,F,IF,0.3,873
Very Good,F,VS2,0.72,3238
Good,D,VS2,0.51,1668
Ideal,J,VVS2,0.24,432
Ideal,H,VVS2,0.56,1814
Ideal,E,VS1,0.33,1002
Ideal,G,VVS2,1.53,15505
Fair,E,VVS1,0.34,1012
Premium,F,SI2,0.59,1319
Very Good,E,SI1,0.72,2610
Ideal,G,VVS2,0.5,1838
Premium,I,SI1,1.09,3662
Ideal,F,VS1,0.3,658
Ideal,E,VS2,0.32,702
Fair,F,SI1,1.0,3387
Ideal,H,SI1,0.56,1253
Ideal,E,SI1,0.42,953
Very Good,G,VS1,0.71,2630
Very Good,G,VVS2,0.51,1974
Premium,E,VS2,0.39,889
Ideal,I,SI2,1.24,4937
Ideal,H,VS1,0.52,1598
Very Good,H,SI2,1.11,4028
Premium,H,SI1,1.5,9576
Very Good,G,VS1,0.37,657
Ideal,E,VS1,0.71,3464
Ideal,H,SI1,0.7,2536
Very Good,I,VVS1,0.65,2085
Very Good,F,VS2,1.01,5226
Premium,E,SI1,0.35,788
Ideal,E,VVS2,0.41,1187
Very Good,E,IF,1.06,12642
Premium,D,VS2,0.27,603
Ideal,I,SI1,1.52,9358
Ideal,E,VVS1,0.34,1208
Ideal,F,SI2,0.72,2674
Ideal,G,VS1,1.0,7223
Premium,H,VVS2,0.31,802
Ideal,J,IF,0.37,601
Premium,G,I1,1.0,2984
Very Good,F,SI1,1.46,9770
Ideal,H,VS1,0.38,714
Very Good,F,VS1,1.02,7539
Premium,I,SI1,1.21,5353
Ideal,J,VS2,0.92,3215
Very Good,H,VS2,1.21,6189
Good,I,VVS1,0.4,842
Premium,F,SI1,1.39,8631
Ideal,F,SI2,0.81,2761
Ideal,F,VVS1,0.32,854
Ideal,E,SI2,0.7,2405
Ideal,G,VS2,0.42,1087
Premium,H,VS2,0.32,648
Very Good,H,SI1,1.18,5815
Very Good,G,SI2,0.97,3960
Premium,F,SI2,0.79,2555
Ideal,E,VS2,0.73,2902
Ideal,H,SI2,1.2,5712
Good,E,VS2,0.71,2772
Ideal,F,SI1,1.02,5398
Premium,F,SI1,1.51,8828
Premium,D,VS2,0.51,1716
Premium,E,SI1,0.41,1059
Ideal,F,VS1,0.3,731
Premium,H,SI1,1.28,6946
Premium,E,SI2,0.51,1177
Premium,G,VVS2,0.3,684
Ideal,E,VS2,0.39,875
Very Good,D,VS1,0.56,2188
Ideal,F,IF,0.41,1151
Very Good,F,SI1,1.08,4816
Fair,G,SI1,1.01,4646
Very Good,F,VS2,1.01,6540
Ideal,D,SI1,0.36,663
Very Good,E,SI1,0.5,1316
Ideal,I,VS2,0.32,449
Very Good,H,VS1,0.7,2484
Very Good,F,VVS1,0.4,1111
Very Good,G,VS2,0.43,844
Ideal,G,VS2,1.05,6562
Premium,D,SI2,2.04,16872
Premium,G,VS2,1.54,11815
Premium,H,SI1,2.01,16733
Premium,I,SI1,2.32,18026
Ideal,G,IF,0.34,1014
Premium,E,VS2,1.51,14844
Ideal,D,VS2,0.36,928
Premium,I,VS1,0.74,2193
Ideal,F,VS2,0.55,1636
Very Good,E,VS2,0.9,4709
Ideal,D,VS2,0.31,942
Ideal,J,VS2,1.4,6633
Ideal,G,VS2,1.02,6418
Premium,I,VS1,1.98,16171
Premium,I,SI1,1.21,6098
Good,D,VS2,1.01,6113
Premium,H,VS2,1.54,11663
Ideal,F,VS2,0.35,706
Ideal,H,VS2,0.3,491
Very Good,D,SI2,0.74,2713
Very Good,I,VS2,0.39,650
Ideal,F,VS2,0.31,625
Very Good,H,SI2,1.2,4831
Ideal,E,SI1,0.35,788
Ideal,E,SI1,0.51,1438
Fair,F,SI2,1.47,6108
